fuck,date,organization,address,license,licenseYear,licenseCode,latitude,longitude
1,2012/02/13,美景大地公寓大廈管理委員會,新北市中和區圓通路296巷2弄17號1樓,78中使字第193號,78,193,24.989456,121.488642
1,2012/03/14,復崗新城管理委員會,新北市中和區景安路200巷15號3樓,78中使字第925號,78,925,24.991857,121.502921
1,2012/06/17,和賢居大廈管理委員會,新北市中和區保健路50巷60號,98中使字第401號,98,401,24.995562,121.509299
1,2012/06/18,捷運一品大廈管理委員會,新北市中和區四維街27號,101中使字第043號,101,043,24.986915,121.512823
1,2012/07/12,喜得健康大樓管理委員會,新北市中和區建康路152號,101中使字第071號,101,071,25.000147,121.489712
1,2012/07/13,好消息大樓管理委員會,新北市中和區中正路911號,100中使字第554號,100,554,25.006464,121.483546
1,2012/08/13,齊家花園管理委員會,新北市中和區宜安路35號,98中使字第500號,98,500,24.996252,121.512356
1,2012/08/14,中興大樓守望相助管理委員會,新北市中和區中正路801號,81中使字第125號,81,125,25.000986,121.484722
1,2012/08/15,馥御公寓大廈管理委員會,新北市中和區圓通路81號,101中使字第115號,101,115,24.996825,121.499904
1,2012/09/12,民利名廈公寓大廈管理委員會,新北市中和區民利街78-80號,101中使字第212號,101,212,24.998225,121.478102
1,2012/09/13,萬事達公寓大廈管理委員會,新北市中和區大勇街102號,101中使字第024號,101,024,24.995498,121.517888
1,2012/09/14,富麗商場,新北市中和區中山路二段259號,99中使字第108號,99,108,25.002298,121.497207
1,2012/11/15,民享雅築管理委員會,新北市中和區民享街11號,86中使字第260號,86,260,25.005678,121.474166
1,2012/11/16,永安麗苑公寓大廈,新北市中和區中和路350巷8弄26-1號,100中使字第473號,100,473,25.000152,121.509979
1,2012/12/14,得意精品公寓大廈管理委員會,新北市中和區景新街423巷29-2號,86中使字第1221號,86,1221,24.989601,121.513735
1,2013/01/02,龍門大廈管理委員會,新北市中和區景平路726號,74中使字第1685號,74,1685,25.003319,121.496768
1,2013/01/03,尊爵富邑公寓大廈管理委員會(補登),新北市中和區莒光路84巷30號,100中使字第252號,100,252,25.002566,121.471585
1,2013/01/09,原宿大樓管理委員會,新北市中和區圓通路246號,101中使字第354號,101,354,24.992149,121.494487
1,2013/01/10,郡騰民安公寓大廈管理委員會,新北市中和區民安街25巷12號,100中使字第521號,100,521,24.999798,121.480553
1,2013/01/14,雙合ART公寓阿廈管理委員會,新北市中和區中正路277之6號,100中使字第109號,100,109,24.99371,121.495141
1,2013/01/30,國際財經廣場管理委員會,新北市中和區連城路246號,79中使字第1515號,79,1515,24.996359,121.488543
1,2013/03/07,滿和新廈管理負責人,新北市中和區中山路二段64巷12-2號,81中使字第330號,81,330,25.005338,121.5036
1,2013/04/09,景安尊賞大廈管理委員會(補登),"新北市中和區景安路132巷36,38號",89中使字第904號,89,904,24.994568,121.504005
1,2013/05/17,華禕股份有限公司公寓大廈管理負責人,新北市中和區中山路二段366巷9-1號,101中使字第82號,101,82,25.004079,121.491742
1,2013/05/20,秀山麗景公寓大廈管理委員會,新北市中和區自強路18號等,101中使字第415號,101,415,24.995581,121.520104
1,2013/05/01,元帥金典社區管理委員會,新北市中和區和城路一段501號等,101中使字第346號,101,346,24.993255,121.482175
1,2013/06/07,景安京璽社區管理委員會,新北市中和區中正路135號等,101中使字第208號,101,208,24.993445,121.499505
1,2013/07/30,一品花園公寓大廈管理委員會,新北市中和區安樂路211號等,101中使字第399號,101,399,24.998735,121.514251
1,2013/07/23,美國華城花園社區區管理委員會,新北市中和區連城路89巷30號等,83中使字第1432號,83,1432,24.998859,121.497287
1,2013/08/07,安和景新華廈管理負責人,新北市中和區景新街295巷16號等,100中使字第477號,100,477,24.993438,121.511304
1,2013/08/08,和平世紀麗池社區管理委員會,新北市中和區忠孝街2巷10號等,100中使字第255號,100,255,24.981598,121.509568
1,2013/08/22,麗園華廈管理負責人,新北市中和區景平路239巷12號等,102中使字第266號,102,266,24.992495,121.509336
1,2013/09/10,攬翠大樓管理委員會,新北市中和區安平路5巷2號等,102中使字第206號,102,206,24.993607,121.508712
1,2013/10/03,采會一集公寓大廈管理委員會,新北市中和區成功路8號等,101中使字第384號,101,384,24.993811,121.52615
1,2013/10/22,昇陽之冠大廈管理委員會,新北市中和區中山路114巷56號等,101中使字第434號,101,434,25.007353,121.475894
1,2013/10/29,景安晶華公寓大廈管理委員會,新北市中和區中正路76號等,102中使字第284號,102,284,24.993839,121.500687
1,2013/11/27,吉祥園社區管理委員會,新北市中和區忠孝街2巷14弄10號,102中使字第135號,102,135,24.9814,121.510661
1,2013/11/21,漢來喜朵社區管理委員會,新北市中和區秀朗路三段93號等,101中使字第427號,101,427,24.995149,121.52656
1,2013/11/06,和平世紀麗晶社區管理委員會,新北市中和區忠孝街2巷2號等,100中使字第356號,100,356,24.982437,121.509784
1,2013/12/30,雙捷金鑽管理委員會,新北市中和區景平路150號等,102中使字第360號,102,360,24.992114,121.518262
1,2013/12/25,森鄰綠社區管理委員會,新北市中和區景新街551號等,102中使字第164號,102,164,24.986698,121.515037
1,2014/03/21,勝輝恆美公寓大廈管理委員會,新北市中和區國光街56號等,102中使字第423號,102,423,25.000364,121.470629
1,2014/04/21,晶囍公寓大廈管理委員會,新北市中和區忠孝街37號等,102中使字第465號,102,465,24.983352,121.510608
1,2014/05/23,名城商業大樓管理負責人,新北市中和區景安路1號等,102中使字第323號,102,323,24.999302,121.50825
1,2014/05/01,遠雄左岸采梅園管理委員會,新北市中和區中原二街127號等,102中使字第473號,102,473,25.01284,121.48544
1,2014/05/02,協和紀森活館社區管理委員會,新北市中和區宜安路168巷6號等,102中使字第634號,102,634,24.999295,121.509231
1,2014/05/09,基玉公寓大廈管理負責人,新北市中和區國光街203號等,102中使字第593號,102,593,25.001868,121.466948
1,2014/07/17,弘暉首富社區管理委員會,新北市中和區中和路128號等,102中使字第066號,102,066,24.999617,121.503558
1,2014/07/17,御璽公寓大廈管理委員會,新北市中和區廣福路73至93號及枋寮街30至46號,102中使字第377號,102,377,25.00082,121.501918
1,2014/08/14,遠雄左岸玫瑰園管理委員會,新北市中和區中原街86號等,102中使字第509號,102,509,25.009283,121.488688
1,2014/09/23,一見鍾情管理委員會,新北市中和區景新街496巷17至19號,85中使字第1563號,85,1563,24.986592,121.513337
1,2014/09/01,弘暉新富邑社區管理委員會,新北市中和區景新街34巷2弄5號等,102中使字第599號,102,599,24.999065,121.503005
1,2014/09/05,磐石景安公寓大廈管理負責人,新北市中和區景平路241巷64弄17號等,102中使字第245號,102,245,24.992336,121.50721
1,2014/10/24,擎天華城公寓大廈管理委員會,新北市中和區興南路一段85巷37號等,102中使字第246號,102,246,24.987618,121.510507
1,2014/10/30,佑瑩公寓大廈管理負責人,新北市中和區中山路二段439巷21號等,100中使字第488號,100,488,25.004241,121.484953
1,2014/11/03,康翔香里園大樓管理委員會,新北市中和區宜安路92巷16及18號,103中使字第212號,103,212,24.998121,121.511247
1,2014/11/18,逍遙居公寓大廈管理負責人,新北市中和區大仁街10巷9弄52號等,103中使字第255號,103,255,24.992916,121.520055
1,2014/12/09,南山社區管理委員會,新北市中和區興南路二段114巷21弄2至6雙號及23弄1至21單號等,78中使字第539號,78,539,24.98438,121.503736
1,2015/03/03,協和紀樂活館公寓大廈管理委員會,新北市中和區宜安路168巷19號,103中使字第387號,103,387,24.999476,121.509117
1,2015/05/07,冠倫京華公寓大廈管理委員會,中和區景新街5號,82中使字第347號,82,347,24.99953,121.503156
1,2015/05/27,聯合科技中心管理委員會,中和區建康路6號,102中使字第520號,102,520,24.999739,121.486358
1,2015/06/03,楓林社區管理委員會,中和區中正路194巷23號5樓,79中使字第476號,79,476,24.993976,121.497457
1,2015/07/17,光寶科技中和大樓C棟,中和區建六路77號,102中使字第600號,102,600,25.00231,121.487621
1,2015/08/25,新富雅社區管理委員會,中和區景新街34巷2弄9號,104中使字第161號,104,161,24.999039,121.502756
1,2015/09/16,景平大樓管理委員會,中和區景平路293-1號3樓,74中使字第2389號,74,2389,24.993044,121.507034
1,2015/09/18,自強公寓大廈管理委員會,中和區自強路8巷1弄2-1號2樓,68中使字第3604號,68,3604,24.995844,121.519842
1,2015/11/30,上豪名廈管理委員會,中和區新生街39巷8號4樓之1,82中使字第523號,82,523,25.003252,121.483884
1,2015/11/03,書香園公寓大廈管理委員會,中和區民德路146巷1號2樓,88中使字第005號,88,005,25.000335,121.46847
1,2016/01/19,妙清講堂管理負責人,中和區興南路一段110號,104中使字第00338號,104,00338,24.988713,121.509546
1,2016/03/16,圓通大樓管理負責人,新北市中和區捷運路59號 ,105中使字第00012號,105,00012,24.989688,121.509057
1,2016/03/15,遠雄左岸紫金園管理委員會(補登),新北市中和區中原二街115號,102中使字第00622號,102,00622,25.012236,121.48586
1,2016/06/16,勝興采悅社區,新北市中和區景平路159巷24號,104中使字第00568號,104,00568,24.991774,121.512584
1,2016/07/20,翔之譽公寓大廈管理委員會,新北市中和區水源路132巷7號,105中使字第00128號,105,00128,25.002721,121.507857
1,2016/07/19,雙和一品苑公寓大廈管理委員會,新北市中和區中正路360號,102中使字第00296號,102,00296,24.994216,121.493412
1,2016/07/01,遠雄左岸錦繡園公寓大廈管理委員會,新北市中和區中原五街22號,104中使字第00317號,104,00317,25.011113,121.486634
1,2016/11/25,捷運學府公寓大廈管理委員會,新北市中和區民利街65-77號,105中使字第00162號,105,00162,24.998441,121.478846
1,2016/12/23,錦和聚公寓大廈管理委員會,新北市中和區圓通路296巷11號,105中使字第00001號,105,00001,24.989367,121.487861
1,2017/01/06,仁愛好樣社區管理委員會,新北市中和區中山路2段64巷30號等,105中使字第00306號,105,00306,25.006221,121.50248
1,2017/01/26,景安南華管理委員會,新北市中和區景平路425號等,105中使字第00215號,105,00215,24.995225,121.501625
1,2017/06/20,景安金葉管理負責人,新北市中和區板南路148號等,105中使字第00477號,105,00477,24.992742,121.502045
1,2017/07/15,遠雄左岸彩虹園社區管理委員會,新北市中和區中原街166號等,103中使字第00108號,103,00108,25.01244,121.484703
1,2017/07/13,中和圓通五十七號管理委員會,新北市中和區圓通路57號,87中使字第00263號,87,00263,24.99742,121.500677
1,2017/09/04,植木賞社區管理委員會,新北市中和區員山路327巷88-1號等,105中使字第00316號,105,00316,25.00245,121.479353
1,2017/09/04,華福凱旋門社區管理負責人,新北市中和區華福街4巷16號等,99中使字第00099號,99,00099,24.996358,121.465619
1,2017/10/03,景泰丰社區管理委員會,新北市中和區中原二街156~162號(管理中心),104中使字第00446號,104,00446,25.012712,121.486283
1,2017/11/29,龍城大廈管理委員會,新北市中和區忠孝街144號,84中使字第01184號,84,01184,24.987217,121.512473
1,2017/11/29,勝興漾之華社區管理委員會,新北市中和區南山路27號等,106中使字第0004號,106,0004,24.999027,121.50214
1,2017/11/28,捷運瀞社區管理委員會,新北市中和區廟美街8號,106中使字第00294號,106,00294,25.001524,121.501029
1,2017/12/04,自強大廈管理委員會,新北市中和區景平路323號,70中使字第02320號,70,02320,24.993192,121.505962
1,2017/12/12,中正花園廣場社區管理委員會,新北市中和區連城路469巷7弄2號(警衛室),75中使字第00277號,75,00277,24.995501,121.483836
1,2018/01/08,"中正花園廣場管理委員會(75中使字第00174號) 
中正花園廣場管理委員會(75中使字第00277號)",新北市中和區連城路469弄7弄2號(警衛室),"75中使字第00174號
75中使字第00277號",75,00174,25.002452,121.499205
1,2018/01/31,勝輝NEXT 1公寓大廈管理委員會,新北市中和區中山路3段225號14樓,106中使字第00339號,106,00339,25.006246,121.47132
1,2018/02/09,寬和景安社區管理委員會,新北市中和區景平路299~303號,106中使字第00212號,106,00212,25.006056,121.496001
1,2018/03/19,福璽景安社區管理委員會,新北市中和區景平路431巷29號,106中使字第00241號,106,00241,24.994669,121.500542
1,2018/03/31,遠雄左岸牡丹園社區管理委員會,新北市中和區中原東街66~88號,106中使字第00113號,106,00113,25.012798,121.486374
1,2018/04/10,嘉泉名璽管理委員會,新北市中和區員山路322號,106中使字第00021號,106,00021,25.002981,121.481588
1,2018/05/01,雙禧園社區管理委員會,新北市中和區南華路67號1樓,105中使字第00426號,105,00426,24.997404,121.504669
1,2018/05/04,雅璞心向社區管理委員會,新北市中和區景平路119號,106中使字第00379號,106,00379,24.991906,121.516588
1,2018/05/09,聽樹唱歌社區管理委員會,新北市中和區忠孝街148號,106中使字第00578號,106,00578,24.98741,121.512607
1,2018/05/22,達永.春嶺管理委員會,新北市中和區捷運路25號,106中使字第00532號,106,00532,24.989564,121.509317
1,2018/08/03,呈冠渼學社區管理委員會,新北市中和區中原二街71號,104中使字第00467號,104,00467,25.010991,121.48718
1,2018/08/21,遠雄日安社區管理委員會,新北市中和區環河西路3段66-69號,106中使字第00563號,106,00563,25.007549,121.493596
1,2018/09/18,晴好社區管理委員會,新北市中和區大勇街31巷35號,107中使字第00063號,107,00063,24.995158,121.517062
1,2018/10/02,高浦社管理負責人,新北市中和區民生街32號4樓,107中使字第00075號,107,00075,25.005375,121.469921
1,2018/10/30,三豐雙匯大樓管理委員會,新北市中和區景平路660號,106中使字第00143號,106,00143,25.000672,121.497553
1,2018/11/06,萊茵花園廣場管理委員會,新北市中和區自立路99巷22弄8~16號及117巷4弄1~21號,77中使字第01824號,77,01824,24.994001,121.523033
1,2018/11/23,墨濤院管理委員會,新北市中和區民安街101號,106中使字第00333號,106,00333,24.999452,121.477712
1,2018/12/08,景安住邑大廈管理委員會,新北市中和區中興街37號,107中使字第00191號,107,00191,24.99438,121.500844
1,2018/12/29,双捷晶華社區管理委員會,新北市中和區景新街468號,107中使字第00141號,107,00141,24.987248,121.513628
1,2018/12/27,旭泰城光社區管理委員會,新北市中和區中山路2段208號,106中使字第00490號,106,00490,25.002817,121.499838
1,2019/01/07,將捷美華社區管理委員會,新北市中和區中正路426號1樓,107中使字第00245號,107,00245,24.994301,121.491495
1,2019/01/11,富園新天地管理委員會,中和區興南路2段54巷1.3號56.58號,81中使字第00069號,81,00069,24.985696,121.505847
1,2019/02/01,怡富小幸運公寓大廈管理委員會,新北市中和區國光街215號24弄12號,107中使字第00189號,107,00189,25.000086,121.472471
1,2019/03/20,冠德麗境社區管理委員會,新北市中和區景安路120號,107中使字第00300號,107,00300,24.994703,121.50445
1,2019/03/19,圓通雅筑管理負責人,新北市中和區工專路26號等,107中使字第00287號,107,00287,24.981092,121.5069
1,2019/03/21,蒔築大樓管理委員會,新北市中和區自立路16巷5號2樓,106中使字第00315號,106,00315,24.99362,121.521713
1,2019/04/15,中和冠德美境社區管理委員會,新北市中和區景安路155號,107中使字第00329號,107,00329,24.995092,121.505812
1,2019/05/15,中興苑公寓大廈管理負責人,新北市中和區中興街172巷10弄7號等,107中使字第00216號,107,00216,24.991489,121.499291
1,2019/05/15,向陽光晴社區管理委員會,新北市中和區中和路239號,107中使字第00472號,107,00472,24.999918,121.504459
1,2019/05/29,世界V1社區管理委員會,新北市中和區中山路2段332巷1號,106中使字第00037號,106,00037,25.002616,121.49424
1,2019/06/21,江左風華公寓大廈,新北市中和區中原二街65號,103中使字第00318號,103,00318,25.010786,121.487398
1,2019/03/14,幸福ONE社區管理負責人(10806補登),新北市中和區安和里11鄰保健路48巷79號 ,105中使字第00544號,105,00544,24.995514,121.509001
1,2019/07/11,肯佳馥吉吉社區管理委員會,新北市中和區中山路2段156及158號,106中使字第00477號,106,00477,25.002967,121.501409
1,2019/07/17,華中福真管理委員會,新北市中和區中山路2段312巷45弄25之2號,073中使字第01189號,073,01189,25.004954,121.494896
1,2019/07/19,漢寶雙捷贊公寓大廈管理委員會,新北市中和區景平路567號1樓,108中使字第00073號,108,00073,24.999862,121.498003
1,2019/07/31,和美吉地社區,新北市中和區廟美街1至11號,085中使字第01230號,085,01230,25.001705,121.500746
1,2019/08/20,摘星社區管理委員會,新北市中和區中興街180巷26.28號,107中使字第00477號,107,00477,24.989274,121.498272
1,2019/09/10,鴻吉大廈管理委員會,新北市中和區中山路2段225號,072中使字第01291號,072,01291,25.002438,121.498547
1,2019/11/01,景安麟居公寓大廈管理委員會,新北市中和區中正路66號,108中使字第00202號,108,00202,24.99381,121.50113
1,2019/11/21,雅筑社區管理委員會,新北市中和區中興街161巷12號,108中使字第00009號,108,00009,24.990894,121.501351
1,2019/12/17,蒲陽雙和社區管理委員會,新北市中和區中和路150號1樓,108中使字第00184號,108,00184,24.999611,121.504077
1,2020/02/05,沐青華廈管理委員會,新北市中和區華新街143巷71號5樓,106中使字第00590號,106,00590,24.978629,121.507549
1,2020/01/07,中和時尚新宿管理委員會(10902補登),新北市中和區華順街135巷6號7樓,105中使字第00168號,105,00168,24.99613,121.465237
1,2020/03/02,遠雄和光管理委員會,新北市中和區中原里7鄰中原東街83號5樓,108中使字第00186號,108,00186,25.012822,121.486433
1,2020/03/31,全聯中和新生管理負責人,新北市中和區新生街255號,108中使字第00464號,108,00464,24.998418,121.484236
1,2020/05/01,星鑽大樓管理負責人,新北市中和區景平路522-524號,079中使字第01483號,079,01483,24.994551,121.503517
1,2020/05/07,遠雄悅河管理委員會,新北市中和區中原街26至38號,108中使字第00295號,108,00295,25.008533,121.490219
1,2020/05/13,冠德蝴水映管理委員會,新北市中和區中原五街51-57號,107中使字第00154號,107,00154,25.012215,121.487528
1,2020/06/23,台北依德旗艦中心管理負責人,新北市中和區建一路68號,108中使字第00264號,108,00264,25.003077,121.487769
1,2020/06/29,揚輝大廈管理負責人,新北市中和區連城路346-1號,086中使字第00726號,086,00726,24.995647,121.482466
1,2020/07/02,摩天東帝士商辦管理委員會,新北市中和區景平路188號地下4層,086中使字第01171號,086,01171,24.992388,121.516324
1,2020/07/09,綠HOUSE公寓大廈管理委員會,新北市中和區佳和里4鄰中山路二段136巷26~28號,108中使字第00363號,108,00363,25.004522,121.500684
1,2020/07/21,齊家一品苑社區管理委員會,新北市中和區宜安路36至38號,106中使字第00353號,106,00353,24.996337,121.512607
1,2020/07/30,中和靜園大廈管理委員會,新北市中和區錦盛里13鄰圓通路305巷16-6號,105中使字第00459號,105,00459,24.98918,121.494676
1,2020/08/19,屋豊香公寓大廈管理委員會,新北市中和區民德路163至167號,109中使字第00004號,109,00004,24.999637,121.468746
1,2020/08/26,勝瀚秀山園管理委員會,新北市中和區秀福里27鄰自立路17至27號,109中使字第00071號,109,00071,24.995829,121.522456
1,2020/10/05,日光御社區管理委員會,新北市中和區景安里18鄰安和路133號,109中使字第00129號,109,00129,24.99611,121.506646
1,2020/11/10,久泰皇品社區管理委員會,新北市中和區員富里10鄰員山路591號1樓,106中使字第00352號,106,00352,25.009988,121.478671
1,2020/11/29,員山公寓管理委員會,新北市中和區員山路381巷1弄2號,74中使字第1552號,74,1552,25.002348,121.480846
1,2020/12/22,吉利工業區管理委員會,新北市中和區建六路67巷32號,77中使字第1851號,77,1851,25.003253,121.486555
1,2020/12/29,首綻大廈管理委員會,新北市中和區景新里32鄰和平街42號6樓,108中使字第00379號,108,00379,24.990617,121.508993
1,2020/12/30,遠雄左岸香榭園管理委員會,新北市中和區中原里4鄰中原街8號21樓,103中使字第00487號,103,00487,25.00794,121.491497
1,2020/12/30,雍盛社區管理委員會,新北市中和區宜安里6鄰宜安路48號,109中使字第00106號,109,00106,24.996777,121.512075
1,2021/02/18,民樂富御大樓管理負責人,新北市中和區民樂路38號,108中使字第00234號,108,00234,25.001097,121.48307
1,2021/04/21,連勝富邑社區管理委員會,新北市中和區連勝街93號,109中使字第00323號,109,00323,24.996224,121.495561
1,2021/05/14,台灣科技廣場A棟管理委員會,新北市中和區橋和路11號,109中使字第00320號,109,00320,25.005372,121.488523
1,2021/05/15,台灣科技廣場B棟管理委員會,新北市中和區橋和路11號,109中使字第00320號,109,00320,25.005372,121.488523
1,2021/05/19,遠雄錸儷管理委員會,新北市中和區中原里5鄰中原街146號8樓,105中使字第00465號,105,00465,25.01188,121.485117
1,2021/06/15,映象太和公寓大廈管理委員會,新北市中和區建康路198號15樓,108中使字第00067號,108,00067,24.999355,121.49164
1,2021/07/01,幸福花園新城公寓大廈管理委員會,新北市中和區連勝街28號,77中使字第711號,77,711,24.997969,121.498245
1,2021/09/05,漢寶?星管理委員會,新北市中和區民安里民利街68巷5-1號5樓,109中使字第375號,109,375,24.998753,121.47799
1,2021/09/10,達永沐夏社區管理委員會,新北市中和區工專路110號,109中使字第365號,109,365,24.979925,121.507769
1,2021/09/19,華南智慧管理委員會,新北市中和區連城路265巷6弄2號4樓,78中使字第1025號,78,1025,24.995985,121.491305
1,2021/09/22,柏金苑社區管理委員會,新北市中和區吉興里21鄰南山路369號2樓,109中使字第264號,109,264,24.990504,121.506208
1,2021/10/18,南山10.12號管理委員會,新北市中和區南山路125巷10號,67中使字第309號,67,309,24.997266,121.502412
1,2021/11/25,遠雄CASA管理委員會,新北市中和區中原三街11號,109中使字第394號,109,394,25.010223,121.48805
1,2021/12/01,民有天玥社區公寓大廈管理委員會,新北市中和區民有里2鄰民有街39號12樓,109中使字第023號,109,023,25.00495,121.475936
1,2021/12/15,香榭麗池社區管理委員會,新北市中和區南山路256號,108中使字第259號,108,259,24.988582,121.507463
1,2022/01/12,華中捷仕堡管理委員會,新北市中和區中山路2段228號,87中使字第994號,87,994,25.00278,121.498938
1,2022/01/25,益興公寓大廈管理委員會,新北市中和區華安街6號,75中使字第1342號,75,1342,24.998607,121.465554
1,2022/02/17,和和砌社區管理委員會,新北市中和區安樂路217巷5號7樓,110中使字第282號,110,282,24.998604,121.513991
1,2022/03/11,金玉公寓大廈管理負責人,新北市中和區忠孝街5巷9號,83中使字第962號,83,962,24.983212,121.509463
1,2022/03/11,景安之丘管理委員會,新北市中和區明禮街11巷8號,110中使字第284號,110,284,24.995524,121.504619
1,1996/09/16,摘星樓管理委員會,五股鄉凌雲路一段158巷14.16.18號,84股使字第 0558 號,84,0558,25.104329,121.447024
1,1996/09/20,樹海一家管理委員會,五股鄉五福路114至136(雙)號,85股使字第 0741 號,85,0741,25.053204,121.29496
1,1996/09/20,仁義富麗管理委員會,五股鄉四維路－86號,83股使字第 1262 號,83,1262,24.263905,120.535676
1,1996/08/07,大樹小鎮A區管理委員會,五股鄉五福路－129號,84股使字第 1402 號,84,1402,23.672868,120.477107
1,1996/11/27,新圓山社區管理委員會,五股鄉成泰路一段189巷22－2號9樓,82股使字第 0904 號,82,0904,25.077182,121.433699
1,1996/12/04,雙喜樓管理委員會,五股鄉水碓七路6號3樓,84股使字第 0079 號,84,0079,25.071262,121.428179
1,1996/12/06,美畫天地D區管理委員會,五股鄉水碓三路120號1樓,84股使字第 0114 號,84,0114,25.073414,121.431808
1,1996/12/18,美景江山A區管理委員會,五股鄉水碓九路53號,85股使字第 0080 號,85,0080,25.072313,121.429202
1,1996/12/20,美畫天地B區管理委員會,五股鄉水碓三路117號1樓,84股使字第 0113 號,84,0113,25.072972,121.431403
1,1996/12/23,龍形天廈管理委員會,五股鄉成泰路四段15－8號6樓,85股使字第 0228 號,85,0228,25.10714,121.453288
1,1996/12/24,台北我的家管理委員會,五股鄉水碓九路59號4樓,85股使字第 0109 號,85,0109,25.072573,121.42952
1,1997/01/04,觀自在攬翠樓管理委員會,五股鄉凌雲路1段158巷22號之1,88股使字第 0566 號,88,0566,25.103698,121.448215
1,1997/01/17,家美香榭廣場管理委員會,五股鄉成泰路二段91巷11~29－(單)號,85股使字第 0965 號,85,0965,25.084166,121.437996
1,1997/03/16,福人居大廈管理委員會,五股鄉蓬萊路24~58－(雙)號,85股使字第 0692 號,85,0692,25.079505,121.434833
1,1997/03/27,大樹小鎮C區管理委員會,五股鄉五福路109~121－(單)號,84股使字第 0586 號,84,0586,25.053204,121.29496
1,1997/04/09,中興翡翠大樓管理委員會,五股鄉中興路四段48巷11~21－(單)號1~12樓,85股使字第 0058 號,85,0058,25.083145,121.438236
1,1997/05/26,五福雅築大廈管理委員會,五股鄉五福路59~67－(單)號1~8樓,86股使字第 0113 號,86,0113,25.053204,121.29496
1,1997/06/17,園管理委員會圃公園管理委員會,五股鄉成泰路一段237號之22 2樓,85股使字第 1007 號,85,1007,25.080718,121.435861
1,1997/06/17,園圃綠圃社區管理委員會,五股鄉蓬萊路6巷9號,85股使字第 1008 號,85,1008,25.079906,121.435548
1,1997/07/11,東坡居管理委員會,五股鄉登林路100－3~7號,85股使字第 1432 號,85,1432,25.070484,121.427936
1,1997/07/31,世紀傳家管理委員會,五股鄉成泰路三段149~153－(單)號,83股使字第 0788 號,83,0788,25.086734,121.44165
1,1997/08/09,美畫天地C區管理委員會,五股鄉水碓七路1.3號,84股使字第 0105 號,84,0105,25.071657,121.428883
1,1997/08/25,大漢愛鄉管理委員會,五股鄉西雲路201.205號,84股使字第 0457 號,84,0457,25.099046,121.449474
1,1997/08/25,寶祥花園廣場A.B區管理委員會,五股鄉五福路32巷26~42－(雙)號,84股使字第 0776 號,84,0776,25.08977,121.435264
1,1997/08/27,台北清水灣管理委員會,五股鄉成泰路四段10~18－(雙)號,85股使字第 0908 號,85,0908,25.106293,121.453031
1,1997/08/30,漢堡堡創意區管理委員會,五股鄉五福路73~107－(單)號1~14樓,85股使字第 1597 號,85,1597,25.053204,121.29496
1,1997/09/01,山水豪景管理委員會,五股鄉水碓路16巷13號9樓,86股使字第 0135 號,86,0135,25.073135,121.434178
1,1997/09/22,田莊管理委員會,五股鄉水碓二路9.11號1~7樓,84股使字第 0155 號,84,0155,25.071919,121.429793
1,1997/10/06,優勝美地管理委員會,五股鄉五福路11弄1~17號,79股使字第 0856 號,79,0856,24.06761,120.669749
1,1997/10/15,台北夢公園管理委員會,五股鄉成泰路一段155巷77弄38號,84股使字第 0373 號,84,0373,25.067917,121.43476
1,1997/11/03,富桂林社區管理委員會,五股鄉天乙路16~34－(雙)號1~7樓,84股使字第 1200 號,84,1200,25.109265,121.445944
1,1997/12/13,陽光台北管理委員會,五股鄉成泰路一段235號之11~14 ,82股使字第 0956 號,82,0956,25.080027,121.435987
1,1998/01/03,碧山莊社區管理委員會,五股鄉成泰路三段577巷54弄1~9－(單)號,78股使字第 0574 號,78,0574,25.10384,121.451081
1,1998/01/06,蓬來新家管理委員會,五股鄉蓬萊路6巷1~7－(單)號,83股使字第 1206 號,83,1206,25.079806,121.435739
1,1998/01/07,幸福吉祥大地管理委員會,五股鄉五福路100巷1.3號,82股使字第 0020 號,82,0020,25.090868,121.432903
1,1998/01/14,隆潤金鑽管理委員會,五股鄉水碓路15.17.19號,85股使字第 0599 號,85,0599,25.072752,121.433254
1,1998/01/23,台北青年城第一期管理委員會,五股鄉西雲路456~156－(雙)號,85股使字第 1363 號,85,1363,25.089993,121.44286
1,1998/02/07,林口空間樂園管理委員會,林口鄉文化二路一段354~366－(雙)號,84股使字第 0143 號,84,0143,25.066908,121.364814
1,1998/03/09,觀景樓管理委員會,五股鄉登林路79－2~9號,84股使字第 0522 號,84,0522,25.070253,121.427368
1,1998/03/19,大慶榕莊管理委員會,五股鄉凌雲路一段149巷13~21－(單)號,81股使字第 1356 號,81,1356,25.10172,121.448981
1,1998/03/20,成名學府管理委員會,五股鄉水碓路1~13－(單)號,86股使字第 0683 號,86,0683,25.07226,121.433988
1,1998/03/21,山水宮廷管理委員會,五股鄉成泰路一段189巷26.28.30號,83股使字第 0445 號,83,0445,25.076536,121.432857
1,1998/03/26,台北花城管理委員會,五股鄉成泰路一段237－2~10號,81股使字第 0683 號,81,0683,25.080718,121.435861
1,1998/04/20,撲滿成家管理委員會,五股鄉五福路35~57－(單)號,84股使字第 1475 號,84,1475,25.053204,121.29496
1,1998/04/22,麗景生活家管理委員會,五股鄉成泰路一段235號之1 1~7樓,83股使字第 1414 號,83,1414,25.080027,121.435987
1,1998/05/01,五股工商大樓管理委員會,五股鄉工商路78~84－(雙)號,83股使字第 0927 號,83,0927,25.084164,121.438939
